Label,x,y,claim,perspective,opposite_auto
1,0,0,Polls are accurate predictors of election results,YouGov is an example of a research site that accurately represents public opinion.,YouGov is not an example of a research site that accurately represents public opinion.
1,0,0,Polls are accurate predictors of election results,It is possible for research sites to accurately portray public opinion; YouGov is an example of this.,It is not possible for research sites to accurately portray public opinion; YouGov is an example of this.
1,0,0,Polls are accurate predictors of election results,Polls conducted by research companies are fair and accurate because their survey subjects match the true distribution of population .,Polls conducted by research companies are not fair and accurate because their survey subjects match the true distribution of population .
1,0,0,Polls are accurate predictors of election results,They are a good indicator of the closeness of the race,They are not a good indicator of the closeness of the race
1,0,0,Polls are accurate predictors of election results,Polls accurately portray how close races are.,Polls accurately portray how close races are not .
1,0,0,Polls are accurate predictors of election results,An accurate depiction of race closeness can be found in polls.,An accurate depiction of race closeness can't be found in polls.
1,0,0,Polls are accurate predictors of election results,Polls can indicate how close the elections results are. ,Polls can indicate how close the elections results are not .
1,0,0,Polls are accurate predictors of election results,Polls are usually good predictors of how close the race is. ,Polls are not usually good predictors of how close the race is.
0,0,0,There Is a Mathematical Miracle in the Quran That Proves It Is the Word of God,Numbers Are Not Real but Quatities Are.,Numbers Are Real but Quatities Are.
0,0,0,There Is a Mathematical Miracle in the Quran That Proves It Is the Word of God,You can do the same kind of thing with any lengthy book (Moby Dick is famously often used),You can do the same kind of thing with any lengthy book (Moby Dick is not famously often used)
1,0,0,France is right to intervene in Mali,It is a humanitarian intervention,It is not a humanitarian intervention
0,0,0,France is right to intervene in Mali,Western countries should not be interfering in African internal affairs,Western countries should be interfering in African internal affairs
0,0,0,Water Should Be Owned And Supplied By The State, State as sole supplier is a bad idea, State as sole supplier is not a bad idea
1,0,0,Water Should Be Owned And Supplied By The State,The ownership and distribution of water is a natural monopoly,The ownership and distribution of water is not a natural monopoly
0,0,0,Water Should Be Owned And Supplied By The State,State owning water is a frightening idea,State owning water is not a frightening idea
0,0,0,Water Should Be Owned And Supplied By The State,Terrifying is the idea of state owned water.,Terrifying is not the idea of state owned water.
0,0,0,Water Should Be Owned And Supplied By The State,State owned water is a scary concept.,State owned water is not a scary concept.
0,0,0,Water Should Be Owned And Supplied By The State,What can be done for the world's most impoverished?,What can't be done for the world's most impoverished?
0,0,0,Hillary Clinton would make a better president for America,Obama is more willing to do what is right for the country,Obama is not more willing to do what is right for the country
0,0,0,Hillary Clinton would make a better president for America,Obama is more invested in the health of the nation.,Obama is not more invested in the health of the nation.
1,0,0,Hillary Clinton would make a better president for America,Hillary Clinton would have stood up to the banking industry whereas Barack Obama has not.,Hillary Clinton would have stood up to the banking industry whereas Barack Obama has .
1,0,0,Hillary Clinton would make a better president for America,Hillary has far more experience than Obama,Hillary has far less experience than Obama
0,0,0,Hillary Clinton would make a better president for America,Clinton does not represent young Americans,Clinton does represent young Americans
0,0,0,Hillary Clinton would make a better president for America,Hillary Clinton does not connect with young United State's citizens.,Hillary Clinton does connect with young United State's citizens.
0,0,0,Hillary Clinton would make a better president for America,Hillary Clinton does not empower or interest the young in America.,Hillary Clinton does empower or interest the young in America.
0,0,0,Hillary Clinton would make a better president for America,Clinton doesn't represent young people,Clinton does represent young people
0,0,0,Hillary Clinton would make a better president for America,Clinton does not represent anyone young,Clinton does represent anyone young
1,0,0,Hillary Clinton would make a better president for America,It is time we saw our first woman president,It is not time we saw our first woman president
1,0,0,Does campaign finance in the United States need to be fixed?,More parity is necessary between corporations and the regular individuals.,Less parity is necessary between corporations and the regular individuals.
0,0,0,Online gambling has to be banned,A ban on online gambling would not feasible because police would not be able to enforce it.,A ban on online gambling would feasible because police would not be able to enforce it.
1,0,0,Online gambling has to be banned,Gambling is addictive.,Gambling is not addictive.
1,0,0,Online gambling has to be banned,There is a addiction connected to gambling.,There is not a addiction connected to gambling.
1,0,0,Online gambling has to be banned,Gambling is bad for you.,Gambling is not bad for you.
1,0,0,Online gambling has to be banned,Gambling is not good for someone like you.,Gambling is good for someone like you.
1,0,0,Online gambling has to be banned,You should not gamble because it is bad.,You should gamble because it is bad.
1,0,0,Online gambling has to be banned,Families are indirectly effected by online gambling.,Families are not indirectly effected by online gambling.
0,0,0,Online gambling has to be banned,Government officials only oppose online gambling because it is not taxed.,Government officials only oppose online gambling because it is taxed.
1,0,0,Atheist countries are more benevolent,Atheists are more likely to respect female rights,Atheists are not more likely to respect female rights
1,0,0,Atheist countries are more benevolent,Female rights are more likely to be respected by Atheists.,Female rights are not more likely to be respected by Atheists.
1,0,0,Atheist countries are more benevolent,Atheist countries are more peaceful compared to other countries.,Atheist countries are not more peaceful compared to other countries.
1,0,0,Atheist countries are more benevolent,"Norway is 70%  atheist, but is still the world's best place to live.","Norway is not 70%  atheist, but is still the world's best place to live."
1,0,0,Atheist countries are more benevolent,"Norway listed as the best place to live, but it is full of atheists. ","Norway listed as the best place to live, but it is not full of atheists."
1,0,0,Atheist countries are more benevolent,norway is one of the peaceful atheist countries,norway is not one of the peaceful atheist countries
1,0,0,A Ban on Shark Fin Soup Is Necessary to Protect the Shark from Extinction,If the demand for shark fins is reduced then the killing will be reduced.,If the demand for shark fins is not reduced then the killing will be reduced.
1,0,0,A Ban on Shark Fin Soup Is Necessary to Protect the Shark from Extinction,Killing of sharks will be decreased if the demand for shark fins is reduced.,Killing of sharks will be decreased if the demand for shark fins is not reduced.
1,0,0,A Ban on Shark Fin Soup Is Necessary to Protect the Shark from Extinction,The killing of sharks can be decreased if demands for shark fins are declined.,The killing of sharks can't be decreased if demands for shark fins are declined.
0,0,0,A Ban on Shark Fin Soup Is Necessary to Protect the Shark from Extinction,"By reducing the number of sharks in the ocean for soup, the number of attacks on humans is reduced","By reducing the number of sharks in the ocean for soup, the number of attacks on humans is not reduced"
1,0,0,A Ban on Shark Fin Soup Is Necessary to Protect the Shark from Extinction,Sharks do not produce the quantity of young in order to replenish population deficiencies attributed to overfishing,Sharks do produce the quantity of young in order to replenish population deficiencies attributed to overfishing
1,0,0,A Ban on Shark Fin Soup Is Necessary to Protect the Shark from Extinction,Sharks don't produce the amount of young in order to replenish population deficits attributed to overfishing.,Sharks do produce the amount of young in order to replenish population deficits attributed to overfishing.
1,0,0,A Ban on Shark Fin Soup Is Necessary to Protect the Shark from Extinction,Sharks cannot produce the quantity of young needed to replenish their populations as a result of overfishing.,Sharks can produce the quantity of young needed to replenish their populations as a result of overfishing.
0,0,0,A Ban on Shark Fin Soup Is Necessary to Protect the Shark from Extinction,Not allowing Shark's fin soup will just put it on the black market, allowing Shark's fin soup will just put it on the black market
0,0,0,Governments Should Put Wealth Redistribution Ahead Of Wealth Creation,Redistribution is a moral anathema.,Redistribution is not a moral anathema.
1,0,0,Show the darker side of the formation of the nation,Countries must be willing to accept the darker sides to their past,Countries needn't be willing to accept the darker sides to their past
1,0,0,Show the darker side of the formation of the nation,"Makes history more useful, more human, and more interesting","Makes history less useful, more human, and more interesting"
1,0,0,"Use of goal line technology in football is overdue, and can only lead to benefits.",Technology is ready and available and proven to be robust,Technology is not ready and available and proven to be robust
1,0,0,"Use of goal line technology in football is overdue, and can only lead to benefits.",The benefits far outweigh the costs of not using the technology,The benefits far outweigh the costs of using the technology
1,0,0,"Use of goal line technology in football is overdue, and can only lead to benefits.",Individual players lives will be enhanced if head injuries can be reduced through use of technology.,Individual players lives will be enhanced if head injuries can't be reduced through use of technology.
0,0,0,The ICC should have its own enforcement arm,An ICC enforcement arm is unnecessary,An ICC enforcement arm is not unnecessary
1,0,0,The ICC should have its own enforcement arm,With ICC Enforcement we would have more violators brought to trial.,With ICC Enforcement we would have less violators brought to trial.
1,0,0,The ICC should have its own enforcement arm,The number of defendants and ICC Enforcement are related.,The number of defendants and ICC Enforcement are not related.
1,0,0,The ICC should have its own enforcement arm,An ICC enforcement arm would make the ICC more credible as an organization,An ICC enforcement arm would make the ICC less credible as an organization
1,0,0,The ICC should have its own enforcement arm,Enforcement is important for others to value the ICC organization.,Enforcement is not important for others to value the ICC organization.
1,0,0,The ICC should have its own enforcement arm,An ICC enforcement is a necessity if there is to be international criminal justice,An ICC enforcement is not a necessity if there is to be international criminal justice
1,0,0,The ICC should have its own enforcement arm,ICC enforcement and international criminal justice are valuable to each other.,ICC enforcement and international criminal justice are not valuable to each other.
0,0,0,The 2022 Football World Cup must be moved to the winter,It would create interference where other competitions are concerned.,It would create interference where other competitions are not concerned.
0,0,0,The 2022 Football World Cup must be moved to the winter,It wouldn't be just to move now for the other bidders.,It would be just to move now for the other bidders.
1,0,0,The 2022 Football World Cup must be moved to the winter,A sporting event in the heat of a desert summer will not be a pleasant experience for the fans,A sporting event in the heat of a desert summer will be a pleasant experience for the fans
1,0,0,The 2022 Football World Cup must be moved to the winter,heat is not good for sports,heat is good for sports
1,0,0,physical fitness is better than mental fitness,Pretty are advantaged people,Pretty are not advantaged people
1,0,0,physical fitness is better than mental fitness,People with great physical features are in a better position ,People with great physical features are not in a better position
1,0,0,The threat of Climate Change is exaggerated,Human-caused global warming is changing weather systems and making heat waves and droughts more intense and more frequent. ,Human-caused global warming is not changing weather systems and making heat waves and droughts more intense and more frequent.
0,0,0,The threat of Climate Change is exaggerated,"Global warming and cooling are primarily caused by fluctuations in the sun's heat (solar forcing), not by human activity. ","Global warming and cooling are primarily caused by fluctuations in the sun's heat (solar forcing), by human activity."
0,0,0,The threat of Climate Change is exaggerated,"Earth's climate has always warmed and cooled, and the 20th century rise in global temperature is within the bounds of natural temperature fluctuations over the past 3,000 years. ","Earth's climate has always warmed and cooled, and the 20th century rise in global temperature is not within the bounds of natural temperature fluctuations over the past 3,000 years."
0,0,0,The threat of Climate Change is exaggerated,More than one thousand scientists disagree that human activity is primarily responsible for global climate change. ,Less than one thousand scientists disagree that human activity is primarily responsible for global climate change.
1,0,0,The threat of Climate Change is exaggerated,Global warming caused by human-produced greenhouse gases is causing the Arctic ice cap to melt at an increasing rate. ,Global warming caused by human-produced greenhouse gases is not causing the Arctic ice cap to melt at an increasing rate.
0,0,0,The threat of Climate Change is exaggerated,Predictions of accelerating human-caused climate change are based upon computerized climate models that are inadequate and incorrect. ,Predictions of accelerating human-caused climate change are not based upon computerized climate models that are inadequate and incorrect.
0,0,0,The threat of Climate Change is exaggerated,"Deep ocean currents, not human activity, are a primary driver of natural climate warming and cooling cycles. ","Deep ocean currents, human activity, are a primary driver of natural climate warming and cooling cycles."
1,0,0,The threat of Climate Change is exaggerated,Ocean acidity levels are increasing at an unprecedented rate that can only be explained by human activity. ,Ocean acidity levels are not increasing at an unprecedented rate that can only be explained by human activity.
1,0,0,The threat of Climate Change is exaggerated,Oceanic acidity is increasing too much to be natural.,Oceanic acidity is not increasing too much to be natural.
1,0,0,The threat of Climate Change is exaggerated,The acidity of the oceans is increasing too much to be a natural phenomenon.,The acidity of the oceans is not increasing too much to be a natural phenomenon.
1,0,0,The threat of Climate Change is exaggerated,The specific type of CO2 that is increasing in earth's atmosphere can be directly connected to human activity. ,The specific type of CO2 that is not increasing in earth's atmosphere can be directly connected to human activity.
1,0,0,The threat of Climate Change is exaggerated,"The rise in atmospheric CO2 over the last century was clearly caused by human activity, as it occurred at a rate much faster than natural climate changes could produce. ","The rise in atmospheric CO2 over the last century was clearly caused by human activity, as it occurred at a rate little faster than natural climate changes could produce."
0,0,0,The threat of Climate Change is exaggerated,"The acidity levels of the oceans are within past natural levels, and the current rise in acidity is a natural fluctuation, not the result of human caused climate change. ","The acidity levels of the oceans are within past natural levels, and the current rise in acidity is a natural fluctuation, the result of human caused climate change."
1,0,0,The threat of Climate Change is exaggerated,Overwhelming scientific consensus says human activity is primarily responsible for global climate change.,Overwhelming scientific consensus says human activity is not primarily responsible for global climate change.
1,0,0,The threat of Climate Change is exaggerated,"Dramatic changes in precipitation, such as heavier storms and less snow, are another sign that humans are causing global climate change. ","Dramatic changes in precipitation, such as heavier storms and more snow, are another sign that humans are causing global climate change."
0,0,0,The threat of Climate Change is exaggerated,"Rising levels of atmospheric CO2 do not necessarily cause global warming, which contradicts the core thesis of human-caused climate change. ","Rising levels of atmospheric CO2 do necessarily cause global warming, which contradicts the core thesis of human-caused climate change."
0,0,0,The threat of Climate Change is exaggerated,"Glaciers have been growing and receding for thousands of years due to natural causes, not human activity. ","Glaciers have been growing and receding for thousands of years due to natural causes, human activity."
0,0,0,The threat of Climate Change is exaggerated,"It is natural for glaciers to grow and recede, which does not necessarily have to do with human activities.  ","It is natural for glaciers to grow and recede, which does necessarily have to do with human activities.  "
0,0,0,The threat of Climate Change is exaggerated,Glaciers grow and recede by nature. Humans aren't responsible for it. ,Glaciers grow and recede by nature. Humans are responsible for it.
0,0,0,The threat of Climate Change is exaggerated,"Increased hurricane activity and other extreme weather events are a result of natural weather patterns, not human-caused climate change. ","Increased hurricane activity and other extreme weather events are a result of natural weather patterns, human-caused climate change."
0,0,0,The threat of Climate Change is exaggerated,"Extreme weathers events are caused by nature, not human activity.","Extreme weathers events are caused by nature, human activity."
0,0,0,The agreement between Russia and Great Britain in 1907 was inevitable,An Anglo-German alliance at the international level is a distinct possibility.,An Anglo-German alliance at the international level is not a distinct possibility.
0,0,0,The northern Ireland would be better off if united with the Republic of Ireland,The majority of the inhabitants of Northern Ireland do not support unification,The majority of the inhabitants of Northern Ireland do support unification
0,0,0,The northern Ireland would be better off if united with the Republic of Ireland,Unification is not supported in the Ireland factions.,Unification is supported in the Ireland factions.
0,0,0,"We must be a libertarian; right or left, right or wrong","Libertarians would return society to a state of nature where ‘life is cruel, bloody and short’.","Libertarians would return society to a state of nature where ‘life is not cruel, bloody and short’."
0,0,0,"We must be a libertarian; right or left, right or wrong","Libertarianism is really a coalition of the unwilling; the fringes of the left and right, happy to criticize but without a single policy on which they can agree ","Libertarianism is not really a coalition of the unwilling; the fringes of the left and right, happy to criticize but without a single policy on which they can agree"
0,0,0,"We must be a libertarian; right or left, right or wrong","Libertarianism is a movement led by people who have no ideas on how to fix things, but criticize those that do.","Libertarianism is not a movement led by people who have no ideas on how to fix things, but criticize those that do."
1,0,0,Security profiling at airports is justified,Profiling is effective and necessary: ,Profiling is not effective and necessary:
0,0,0,Security profiling at airports is justified,Profiling is racist: ,Profiling is not racist:
0,0,0,There is life on other planets,Can't be proven,Can't be can be proven
1,0,0,There is life on other planets,"Yes, because it is more likely.","Yes, because it is not more likely."
1,0,0,There is life on other planets,Why are aliens humanoids?,Why are not aliens humanoids?
0,0,0,There is life on other planets,There are many false alarms ,There are not many false alarms
0,0,0,There is life on other planets,are UFO's videos can't be proofs,are UFO's can be proofs
1,0,0,There is life on other planets,are we lonely in this huge universe?, are not we lonely in this huge universe?
0,0,0,There is life on other planets,Not enough sources for life to be supported., enough sources for life to be supported.
0,0,0,There is life on other planets,There is no proof of life on other planets.,There is not no proof of life on other planets.
0,0,0,There is life on other planets,Why have other life forces not made themselves known?,Why have other life forces made themselves known?
0,0,0,There is life on other planets,There are never any clear images,There are not never any clear images
1,0,0,We must support the Scottish Independence,Devolution has demonstrated the ability of Scots to govern themselves not only as well as Westminster but with more civility,Devolution has demonstrated the ability of Scots to govern themselves only as well as Westminster but with more civility
1,0,0,We must support the Scottish Independence,Devolution shows that Scots are more than capable to govern themselves.,Devolution shows that Scots are not more than capable to govern themselves.
1,0,0,It does matter where you go to university or college,Certain Universities are impressive,Certain Universities are not impressive
1,0,0,It does matter where you go to university or college,Some universities are more prestigious than others.,Some universities are not more prestigious than others.
1,0,0,It does matter where you go to university or college,Not every college is equally impressive., every college is equally impressive.
1,0,0,It does matter where you go to university or college,Some universities are exceptional,Some universities are not exceptional
1,0,0,It does matter where you go to university or college,There are a few impressive universities.,There are not a few impressive universities.
1,0,0,There Should be an English Parliament,English Devolution is a necessary step in ensuring English issues are dealt with,English Devolution is not a necessary step in ensuring English issues are dealt with
0,0,0,There Should be an English Parliament,We do not need another layer of representation,We do need another layer of representation
0,0,0,There Should be an English Parliament,"Another layer of representation is not what we need,","Another layer of representation is what we need,"
0,0,0,There Should be an English Parliament,Another layer of government will not be beneficial.,Another layer of government will be beneficial.
0,0,0,Music should be free for all,"For some people music making is a profession, and they have families to support.","For some people music making is not a profession, and they have families to support."
0,0,0,Music should be free for all,Artistic expression is damaged by free music.,Artistic expression is not damaged by free music.
1,0,0,Music should be free for all,Music can be obtained freely.,Music can't be obtained freely.
0,0,0,Danish newspapers should not have published cartoons depicting the Prophet Mohammed,Citizens of western liberal democracies should never be required to adhere to religious norms that they do not hold,Citizens of western liberal democracies should never be required to adhere to religious norms that they do hold
0,0,0,Danish newspapers should not have published cartoons depicting the Prophet Mohammed,"In a democratic society, even religious norms can be questioned.","In a democratic society, even religious norms can't be questioned."
0,0,0,The Illegality Of Recreational Drugs Does More Harm Than Good,people who sell are making lots of money,people who sell are not making lots of money
0,0,0,The Illegality Of Recreational Drugs Does More Harm Than Good,People selling illegal recreational drugs are raking it in.,People selling illegal recreational drugs are not raking it in.
0,0,0,The Illegality Of Recreational Drugs Does More Harm Than Good,People who sell illegal drugs are making bunches of money.,People who sell illegal drugs are not making bunches of money.
0,0,0,The Illegality Of Recreational Drugs Does More Harm Than Good,Allowing drug use is wrong – Prohibition must remain,Allowing drug use is not wrong – Prohibition must remain
0,0,0,The Illegality Of Recreational Drugs Does More Harm Than Good,"Drugs are dangerous, and the governement should discourage its use","Drugs are not dangerous, and the governement should discourage its use"
0,0,0,The Illegality Of Recreational Drugs Does More Harm Than Good,"The government must not endorse the use of drugs, which are dangerous.","The government must endorse the use of drugs, which are dangerous."
0,0,0,The Illegality Of Recreational Drugs Does More Harm Than Good,More people will take drugs if they are legal,Less people will take drugs if they are legal
1,0,0,The Illegality Of Recreational Drugs Does More Harm Than Good,Drugs are safer when legal,Drugs are not safer when legal
1,0,0,The Illegality Of Recreational Drugs Does More Harm Than Good,Legal drugs are safer.,Legal drugs are not safer.
1,0,0,The Illegality Of Recreational Drugs Does More Harm Than Good,Drugs become safer when they are legalized.,Drugs become safer when they are not legalized.
1,0,0,The Illegality Of Recreational Drugs Does More Harm Than Good,Crime is reduced when drugs are legalized.,Crime is not reduced when drugs are legalized.
1,0,0,The Illegality Of Recreational Drugs Does More Harm Than Good,There is less crime when drugs are legal.,There is not less crime when drugs are legal.
1,0,0,The Illegality Of Recreational Drugs Does More Harm Than Good,"Prohibition does not work; instead, it glamorizes drugs","Prohibition does work; instead, it glamorizes drugs"
0,0,0,We should drop the sanctions against Cuba.,Sanctions are necessary for national security,Sanctions are not necessary for national security
0,0,0,We should drop the sanctions against Cuba.,The national well-being is best served by the continuation of economic sanctions against Cuba,The national well-being is not best served by the continuation of economic sanctions against Cuba
0,0,0,We should drop the sanctions against Cuba.,Economic punishment is what Cuba should be subject to,Economic punishment is not what Cuba should be subject to
1,0,0,We should drop the sanctions against Cuba.,"The people of Cuba are the victims of the embargo, opposed the intended target of the government.","The people of Cuba are not the victims of the embargo, opposed the intended target of the government."
1,0,0,We should drop the sanctions against Cuba.,Cuban citizens are paying the price for their government's actions.,Cuban citizens are not paying the price for their government's actions.
1,0,0,We should drop the sanctions against Cuba.,"The casualties of the embargo are the civilians of Cuba, not the government as ideal.","The casualties of the embargo are the civilians of Cuba, the government as ideal."
1,0,0,We should drop the sanctions against Cuba.,"The embargo harms the people of Cuba, not the government as intended. ","The embargo harms the people of Cuba, the government as intended."
1,0,0,We should drop the sanctions against Cuba.,Sanctions are not working,Sanctions are working
1,0,0,We should drop the sanctions against Cuba.,The Cuban government is unaffected by the sanctions.,The Cuban government is not unaffected by the sanctions.
1,0,0,We should drop the sanctions against Cuba.,"Where the people and not the government shoulder the burden, sanctions don't work.","Where the people and the government shoulder the burden, sanctions don't work."
1,0,0,We should drop the sanctions against Cuba.,After 50 years the Cuba embargo has shown no results so the US should end it.,After 50 years the Cuba embargo has shown no results does not mean the US should end it.
1,0,0,We should drop the sanctions against Cuba.,The Cuba embargo has failed to achieve its goal after 50 years so the US should end it.,The Cuba embargo has failed to achieve its goal after 50 years does not mean the US should end it.
1,0,0,We should drop the sanctions against Cuba.,The United States should not have different trading and travel policies for Cuba than for other countries with governments or policies it opposes. ,The United States should have different trading and travel policies for Cuba than for other countries with governments or policies it opposes.
1,0,0,We should drop the sanctions against Cuba.,Cubans can't join the digital era while under embargo due to lack of electronic access., can join the digital era while under embargo due to lack of electronic access.
0,0,0,We should drop the sanctions against Cuba.,The United States should maintain the Cuba embargo because Cuba has not met the conditions required to lift it. ,The United States should maintain the Cuba embargo because Cuba has met the conditions required to lift it.
1,0,0,We should drop the sanctions against Cuba.,The embargo is a relic of Cold War Era thinking and is unnecessary because Cuba does not pose a threat to the United States. ,The embargo is a relic of Cold War Era thinking and is unnecessary because Cuba does pose a threat to the United States.
1,0,0,We should drop the sanctions against Cuba.,The Cuba embargo is a product of Cold War Era mentality thus obsolete for Cuba is not a threat to the US.,The Cuba embargo is a product of Cold War Era mentality thus obsolete for Cuba is a threat to the US.
0,0,0,We should drop the sanctions against Cuba.,Cuba should be subject to sanctions because it is known to have repeatedly supported acts of terrorism. ,Cuba should be subject to sanctions because it is not known to have repeatedly supported acts of terrorism.
0,0,0,We should drop the sanctions against Cuba.,Cuba is knows to sponsor terrorism so sanctions are appropriate.,Cuba is not knows to sponsor terrorism so sanctions are appropriate.
0,0,0,We should drop the sanctions against Cuba.,The United States is able to target the Cuban government with its embargo while still providing assistance to Cuban citizens. ,The United States is not able to target the Cuban government with its embargo while still providing assistance to Cuban citizens.
0,0,0,We should drop the sanctions against Cuba.,The embargo should be maintained because open travel is insufficient to promote change in Cuba; many democratic countries already allow travel to Cuba with no results. ,The embargo should be maintained because open travel is not insufficient to promote change in Cuba; many democratic countries already allow travel to Cuba with no results.
0,0,0,We should drop the sanctions against Cuba.,The embargo must be upheld as others have allowed open travel with no results.,The embargo needn't be upheld as others have allowed open travel with no results.
0,0,0,We should drop the sanctions against Cuba.,Open travel to Cuba has not yielded change so the embargo should continue.,Open travel to Cuba has yielded change so the embargo should continue.
1,0,0,We should drop the sanctions against Cuba.,"Most of the world opposes the embargo, and maintaining it is detrimental to the reputation of the United States among the international community. ","Most of the world opposes the embargo, and maintaining it is not detrimental to the reputation of the United States among the international community."
1,0,0,We should drop the sanctions against Cuba.,"Free trade, not the isolation of an embargo, can promote democracy in Cuba. ","Free trade, the isolation of an embargo, can promote democracy in Cuba."
0,0,0,We should drop the sanctions against Cuba.,The uncertainty over who will succeed Raúl Castro makes it unwise for the United States to change its policy before a new leader is in place. ,The uncertainty over who will succeed Raúl Castro makes it unwise for the United States to change its policy before a new leader is not in place.
0,0,0,We should drop the sanctions against Cuba.,"There is no definitive replacement for Raul Castro, which makes it unwise for the US to implement new policies at this time.","There is not no definitive replacement for Raul Castro, which makes it unwise for the US to implement new policies at this time."
0,0,0,We should drop the sanctions against Cuba.,"Until the US knows who will replace Raul Castro, it does not make sense to put new policies in place.","Until the US knows who will replace Raul Castro, it does make sense to put new policies in place."
0,0,0,We should drop the sanctions against Cuba.,Cuba has not demonstrated a willingness to negotiate in good faith with the United States. ,Cuba has demonstrated a willingness to negotiate in good faith with the United States.
1,0,0,Use and Misuse of Internet,A lot of research points to the fact that internet/television addiction causes grades to suffer and is bad also for your eyes,A lot of research points to the fact that internet/television addiction causes grades to suffer and is not bad also for your eyes
0,0,0,Tanzania’s taxation on mobile phones is a good model,Taxes cannot be justified while the network is poor,Taxes can be justified while the network is poor
1,0,0,Plastic Bags should be banned,our streets are littered ,our streets are not littered
0,0,0,Plastic Bags should be banned,so what do we carry our shopping in?, does not mean what do we carry our shopping in?
0,0,0,We should support enforcing term limits on the executive branch of government,"There are some circumstances when one would want a strong, consistent executive branch of government in place.","There are not some circumstances when one would want a strong, consistent executive branch of government in place."
0,0,0,We should support enforcing term limits on the executive branch of government,"There are many instances when having a powerful, unlimited executive branch of government is best.","There are not many instances when having a powerful, unlimited executive branch of government is best."
0,0,0,We should support enforcing term limits on the executive branch of government,In some instances it may be better to not have term limits if there is a good leader at the time,In some instances it may be better to have term limits if there is a good leader at the time
1,0,0,We should support enforcing term limits on the executive branch of government,"The longer a single leader remains in power, the more entrenched his grip becomes, and the more likely he is to use his office to his personal advantage.","The longer a single leader remains in power, the less entrenched his grip becomes, and the more likely he is to use his office to his personal advantage."
1,0,0,We should support enforcing term limits on the executive branch of government,"If a single leader sits on the throne for too long, it's more likely for the leader to exploit his or her power. ","If a single leader sits on the throne for too long, it's less likely for the leader to exploit his or her power."
1,0,0,We should support enforcing term limits on the executive branch of government,"The longer a politician remains in office, the more entrenched his grip becomes, and the more likely he is to use his office to his personal advantage:","The longer a politician remains in office, the less entrenched his grip becomes, and the more likely he is to use his office to his personal advantage:"
1,0,0,We should support enforcing term limits on the executive branch of government,"the longer someone is  in power, the more likely he will use it for personal advantage","the longer someone is not  in power, the more likely he will use it for personal advantage"
1,0,0,We should support enforcing term limits on the executive branch of government,"as times went one, the more someone is in control of his power, the more likely he will succumb to use such power for personal advantage","as times went one, the less someone is in control of his power, the more likely he will succumb to use such power for personal advantage"
0,0,0,We should support enforcing term limits on the executive branch of government,"By imposing mandatory term limits on politicians, we are saying the citizens are not capable of making good decisions about their elected officials.","By imposing mandatory term limits on politicians, we are saying the citizens are capable of making good decisions about their elected officials."
0,0,0,We should support enforcing term limits on the executive branch of government,"Term limits are undemocratic and suggest, falsely, that voters cannot make intelligent decisions about their leaders on their own.","Term limits are undemocratic and suggest, falsely, that voters can make intelligent decisions about their leaders on their own."
0,0,0,We should support enforcing term limits on the executive branch of government,"By having term limits, it makes voters feel that they can't decide on a leader by themselves","By having term limits, it makes voters feel that can decide on a leader by themselves"
0,0,0,We should support enforcing term limits on the executive branch of government,"With term limits, voters are not seen as intelligent voters","With term limits, voters are seen as intelligent voters"
0,0,0,We should support enforcing term limits on the executive branch of government,"Term limits are undemocratic and suggest, falsely, that voters cannot make intelligent decisions about their representatives without guidance:","Term limits are undemocratic and suggest, falsely, that voters can make intelligent decisions about their representatives without guidance:"
1,0,0,We should support enforcing term limits on the executive branch of government,it is our best interest to have term limits for diversity,it is not our best interest to have term limits for diversity
1,0,0,We should support enforcing term limits on the executive branch of government,Term limits create more competitive elections for public office that empower new leaders and ideas:,Term limits create less competitive elections for public office that empower new leaders and ideas:
0,0,0,We should support enforcing term limits on the executive branch of government,"Having term limits on some leaders, puts too much power in the hands of non-limited officials.","Having term limits on some leaders, puts too little power in the hands of non-limited officials."
0,0,0,We should support enforcing term limits on the executive branch of government,"When some leaders are subject to term limits and some are not, the balance of power in uneven.","When some leaders are subject to term limits and some are , the balance of power in uneven."
0,0,0,We should support enforcing term limits on the executive branch of government,"With term limits, there is too much power given to those that aren't leaders","With term limits, there is too much power given to those that are leaders"
0,0,0,We should support enforcing term limits on the executive branch of government,Term limits take too much power away from the leaders that were chosen,Term limits take too little power away from the leaders that were chosen
1,0,0,We should support enforcing term limits on the executive branch of government,"The executive branch of government, having no countervailing voices to the leader s’ within it, must be checked by limiting tenancy in office.","The executive branch of government, having no countervailing voices to the leader s’ within it, needn't be checked by limiting tenancy in office."
1,0,0,We should support enforcing term limits on the executive branch of government,The power of executive branch of government must be checked by having a term limit for the leader in the office. ,The power of executive branch of government needn't be checked by having a term limit for the leader in the office.
1,0,0,We should support enforcing term limits on the executive branch of government,the executives brances with no opposing voices to the leaders must be imposed term limits,the executives brances with no opposing voices to the leaders needn't be imposed term limits
0,0,0,We should support enforcing term limits on the executive branch of government,The incentive for corruption and self-enrichment in office is increased by term limits:,The incentive for corruption and self-enrichment in office is not increased by term limits:
0,0,0,We should support enforcing term limits on the executive branch of government,Term limits could lead one to be more dishonest to get the job done quicker,Term limits could lead one to be less dishonest to get the job done quicker
0,0,0,Launching a military coup against a democratic government can be justified,A coup makes it more difficult to trust in democracy,A coup makes it less difficult to trust in democracy
